Draw_Date,Number_1,Number_2,Number_3,Number_4,Number_5,Mega_Ball,Multiplier,Original_Combination
06/17/2003,27,31,34,40,52,1,,27 31 34 40 52 MB:1
06/13/2003,12,15,16,20,51,33,,12 15 16 20 51 MB:33
06/10/2003,14,15,23,32,52,37,,14 15 23 32 52 MB:37
06/06/2003,10,14,28,39,40,35,,10 14 28 39 40 MB:35
06/03/2003,4,20,25,29,32,20,,04 20 25 29 32 MB:20
05/30/2003,1,21,28,33,51,3,,01 21 28 33 51 MB:3
05/27/2003,10,11,17,20,26,3,,10 11 17 20 26 MB:3
05/23/2003,12,20,31,33,50,17,,12 20 31 33 50 MB:17
05/20/2003,2,16,36,44,49,3,,02 16 36 44 49 MB:3
05/16/2003,5,10,16,26,39,52,,05 10 16 26 39 MB:52
05/13/2003,17,20,47,49,50,34,,17 20 47 49 50 MB:34
05/09/2003,1,10,20,22,28,39,,01 10 20 22 28 MB:39
05/06/2003,5,14,32,44,52,24,,05 14 32 44 52 MB:24
05/02/2003,2,5,19,32,34,52,,02 05 19 32 34 MB:52
04/29/2003,6,8,9,33,35,32,,06 08 09 33 35 MB:32
04/25/2003,1,12,32,48,51,29,,01 12 32 48 51 MB:29
04/22/2003,3,9,15,28,52,7,,03 09 15 28 52 MB:7
04/18/2003,5,15,24,50,52,3,,05 15 24 50 52 MB:3
04/15/2003,16,29,31,39,52,21,,16 29 31 39 52 MB:21
04/11/2003,15,26,27,38,39,46,,15 26 27 38 39 MB:46
04/08/2003,8,10,24,38,45,6,,08 10 24 38 45 MB:6
04/04/2003,6,22,28,31,40,18,,06 22 28 31 40 MB:18
04/01/2003,7,12,26,45,47,36,,07 12 26 45 47 MB:36
03/28/2003,8,12,21,27,29,15,,08 12 21 27 29 MB:15
03/25/2003,15,21,37,40,42,7,,15 21 37 40 42 MB:7
03/21/2003,6,17,18,40,50,8,,06 17 18 40 50 MB:8
03/18/2003,13,14,16,29,49,29,,13 14 16 29 49 MB:29
03/14/2003,3,6,14,31,33,8,,03 06 14 31 33 MB:8
03/11/2003,10,15,26,28,39,10,,10 15 26 28 39 MB:10
03/07/2003,7,10,32,36,41,33,,07 10 32 36 41 MB:33
03/04/2003,2,26,36,37,41,22,,02 26 36 37 41 MB:22
02/28/2003,11,16,26,48,49,13,,11 16 26 48 49 MB:13
02/25/2003,2,4,6,37,47,38,,02 04 06 37 47 MB:38
02/21/2003,21,28,29,40,51,20,,21 28 29 40 51 MB:20
02/18/2003,12,22,29,42,50,11,,12 22 29 42 50 MB:11
02/14/2003,11,13,19,32,47,21,,11 13 19 32 47 MB:21
02/11/2003,18,20,23,48,49,10,,18 20 23 48 49 MB:10
02/07/2003,3,9,20,26,27,50,,03 09 20 26 27 MB:50
02/04/2003,5,12,16,22,24,48,,05 12 16 22 24 MB:48
01/31/2003,1,8,9,19,22,21,,01 08 09 19 22 MB:21
01/28/2003,13,24,26,32,47,34,,13 24 26 32 47 MB:34
01/24/2003,16,31,37,40,41,5,,16 31 37 40 41 MB:5
01/21/2003,4,41,48,50,51,23,,04 41 48 50 51 MB:23
01/17/2003,25,26,38,42,46,27,,25 26 38 42 46 MB:27
01/14/2003,30,39,41,47,52,27,,30 39 41 47 52 MB:27
01/10/2003,7,17,18,34,50,18,,07 17 18 34 50 MB:18
01/07/2003,15,16,28,34,51,33,,15 16 28 34 51 MB:33
01/03/2003,6,14,28,37,46,3,,06 14 28 37 46 MB:3
12/31/2002,8,21,29,42,51,34,,08 21 29 42 51 MB:34
12/27/2002,11,14,26,30,39,3,,11 14 26 30 39 MB:3
12/24/2002,8,24,39,43,52,43,,08 24 39 43 52 MB:43
12/20/2002,10,14,41,46,49,52,,10 14 41 46 49 MB:52
12/17/2002,3,7,21,29,49,46,,03 07 21 29 49 MB:46
12/13/2002,2,13,14,24,46,34,,02 13 14 24 46 MB:34
12/10/2002,3,5,9,16,31,28,,03 05 09 16 31 MB:28
12/06/2002,4,8,30,36,52,48,,04 08 30 36 52 MB:48
12/03/2002,1,15,19,40,51,26,,01 15 19 40 51 MB:26
11/29/2002,8,25,33,42,49,40,,08 25 33 42 49 MB:40
11/26/2002,3,21,27,31,43,34,,03 21 27 31 43 MB:34
11/22/2002,11,16,19,22,46,5,,11 16 19 22 46 MB:5
11/19/2002,7,16,20,40,52,8,,07 16 20 40 52 MB:8
11/15/2002,6,17,44,49,51,39,,06 17 44 49 51 MB:39
11/12/2002,3,28,45,48,50,24,,03 28 45 48 50 MB:24
11/08/2002,17,19,37,47,48,14,,17 19 37 47 48 MB:14
11/05/2002,2,7,16,28,36,47,,02 07 16 28 36 MB:47
11/01/2002,5,10,22,23,43,37,,05 10 22 23 43 MB:37
10/29/2002,9,10,14,41,49,35,,09 10 14 41 49 MB:35
10/25/2002,8,15,34,39,47,4,,08 15 34 39 47 MB:4
10/22/2002,16,20,26,36,48,32,,16 20 26 36 48 MB:32
10/18/2002,10,31,40,48,51,38,,10 31 40 48 51 MB:38
10/15/2002,6,20,27,34,51,22,,06 20 27 34 51 MB:22
10/11/2002,9,11,17,26,41,29,,09 11 17 26 41 MB:29
10/08/2002,18,34,43,47,50,25,,18 34 43 47 50 MB:25
10/04/2002,10,42,43,45,51,1,,10 42 43 45 51 MB:1
10/01/2002,7,21,30,32,37,15,,07 21 30 32 37 MB:15
09/27/2002,23,27,30,33,36,5,,23 27 30 33 36 MB:5
09/24/2002,8,32,34,42,50,21,,08 32 34 42 50 MB:21
09/20/2002,1,2,4,5,46,8,,01 02 04 05 46 MB:8
09/17/2002,7,10,19,26,44,5,,07 10 19 26 44 MB:5
09/13/2002,24,32,37,40,51,12,,24 32 37 40 51 MB:12
09/10/2002,4,6,10,21,25,21,,04 06 10 21 25 MB:21
09/06/2002,31,39,42,49,51,35,,31 39 42 49 51 MB:35
09/03/2002,8,23,36,49,51,10,,08 23 36 49 51 MB:10
08/30/2002,6,31,32,42,51,42,,06 31 32 42 51 MB:42
08/27/2002,2,5,11,18,45,22,,02 05 11 18 45 MB:22
08/23/2002,5,19,20,45,48,44,,05 19 20 45 48 MB:44
08/20/2002,2,13,20,23,43,6,,02 13 20 23 43 MB:6
08/16/2002,22,31,33,44,52,43,,22 31 33 44 52 MB:43
08/13/2002,3,10,15,18,25,52,,03 10 15 18 25 MB:52
08/09/2002,7,17,23,43,44,26,,07 17 23 43 44 MB:26
08/06/2002,2,6,38,40,50,14,,02 06 38 40 50 MB:14
08/02/2002,10,16,23,28,31,7,,10 16 23 28 31 MB:7
07/30/2002,2,6,22,27,44,1,,02 06 22 27 44 MB:1
07/26/2002,20,27,28,37,49,32,,20 27 28 37 49 MB:32
07/23/2002,10,12,29,32,38,7,,10 12 29 32 38 MB:7
07/19/2002,7,15,24,37,46,9,,07 15 24 37 46 MB:9
07/16/2002,10,24,35,49,52,47,,10 24 35 49 52 MB:47
07/12/2002,13,19,23,38,47,15,,13 19 23 38 47 MB:15
07/09/2002,26,29,31,44,48,40,,26 29 31 44 48 MB:40
07/05/2002,11,20,26,29,41,41,,11 20 26 29 41 MB:41
07/02/2002,14,22,32,35,44,6,,14 22 32 35 44 MB:6
06/28/2002,18,31,49,50,51,4,,18 31 49 50 51 MB:4
06/25/2002,4,18,21,27,41,50,,04 18 21 27 41 MB:50
06/21/2002,13,18,32,39,49,6,,13 18 32 39 49 MB:6
06/18/2002,6,13,18,27,45,18,,06 13 18 27 45 MB:18
06/14/2002,4,8,32,37,43,2,,04 08 32 37 43 MB:2
06/11/2002,5,6,9,33,44,52,,05 06 09 33 44 MB:52
06/07/2002,14,22,27,28,42,13,,14 22 27 28 42 MB:13
06/04/2002,3,25,29,30,48,48,,03 25 29 30 48 MB:48
05/31/2002,12,28,45,46,52,47,,12 28 45 46 52 MB:47
05/28/2002,6,21,22,29,32,24,,06 21 22 29 32 MB:24
05/24/2002,2,4,32,44,52,36,,02 04 32 44 52 MB:36
05/21/2002,4,28,39,41,44,9,,04 28 39 41 44 MB:9
05/17/2002,15,18,25,33,47,30,,15 18 25 33 47 MB:30
